provider_org_code,treatment_function_code,period,period_month,waiting_list_size,baseline_wl,rtt_growth,rtt_over18_share,rtt_over52_share,dm01_breach,ae_pressure,ae_pressure_imputed,kh03_occupancy,pressure_index_raw,pressure_index_0_100
RJN,X02,RTT-August-2025,2025-08-01,667.0,405.0,0.6469135802469135,0.2804,0.013493253373313344,0.2386,0.52,False,0.8846,0.6029938071794648,66.6788889907416
RJN,X06,RTT-August-2025,2025-08-01,17.0,12.0,0.41666666666666674,0.0,0.0,0.2386,0.52,False,0.8846,-0.23529907402184425,42.0753506279219
RJR,X02,RTT-August-2025,2025-08-01,3297.0,1916.0,0.7207724425887265,0.4055,0.02881407340006066,0.264,0.3558,False,0.8753,0.184762381167761,53.44211201760015
RJR,C_301,RTT-August-2025,2025-08-01,1336.0,1057.0,0.26395458845789976,0.3952,0.07634730538922156,0.264,0.3558,False,0.8753,0.5500633548537497,64.93720781006508
RJR,X06,RTT-August-2025,2025-08-01,301.0,1553.0,-0.8061815840309079,0.1993,0.0033222591362126247,0.264,0.3558,False,0.8753,-0.6932257178726345,28.994408286735723
RWW,C_130,RTT-August-2025,2025-08-01,1836.0,2444.6666666666665,-0.24897736569402773,0.1481,0.0016339869281045752,0.0406,0.37129999999999996,False,0.9313,-0.20342765502570961,42.7811898432487
RWW,C_110,RTT-August-2025,2025-08-01,3724.0,1660.3333333333333,1.242923107809677,0.5481,0.06901181525241676,0.0406,0.37129999999999996,False,0.9313,1.5321966617306415,88.74323952699605
RWW,C_410,RTT-August-2025,2025-08-01,963.0,399.6666666666667,1.4095079232693912,0.4839,0.005192107995846314,0.0406,0.37129999999999996,False,0.9313,0.8086280063109449,72.46310385919882
RWW,C_100,RTT-August-2025,2025-08-01,777.0,399.0,0.9473684210526316,0.3539,0.023166023166023165,0.0406,0.37129999999999996,False,0.9313,0.6083540315059964,66.81639013658447
RWW,C_340,RTT-August-2025,2025-08-01,1303.0,617.0,1.1118314424635334,0.3906,0.0030698388334612432,0.0406,0.37129999999999996,False,0.9313,0.5315964719139536,64.35970299752498
RWW,X04,RTT-August-2025,2025-08-01,1369.0,1040.0,0.31634615384615383,0.2754,0.008765522279035792,0.0406,0.37129999999999996,False,0.9313,0.22709285122832387,54.64295535796132
RWW,C_502,RTT-August-2025,2025-08-01,3318.0,1880.3333333333333,0.7645807480943096,0.365,0.04942736588306208,0.0406,0.37129999999999996,False,0.9313,0.8579863653969227,73.94811623430195
RBL,C_120,RTT-August-2025,2025-08-01,4890.0,1254.6666666666667,2.8974495217853344,0.5667,0.08977505112474438,0.1116,0.39359999999999995,False,0.9121,1.8537222126369959,93.34494454120451
RBL,C_130,RTT-August-2025,2025-08-01,3390.0,2369.3333333333335,0.43078221722003374,0.4147,0.015634218289085546,0.1116,0.39359999999999995,False,0.9121,0.5854932264041046,66.14721789348245
RBL,C_320,RTT-August-2025,2025-08-01,2333.0,805.0,1.8981366459627331,0.4874,0.009858551221603087,0.1116,0.39359999999999995,False,0.9121,0.8433715399445421,73.60894674122285
RBL,C_340,RTT-August-2025,2025-08-01,3431.0,924.6666666666666,2.710526315789474,0.4092,0.006995045176333431,0.1116,0.39359999999999995,False,0.9121,0.6953905978881039,69.36474470620588
RBL,C_410,RTT-August-2025,2025-08-01,1127.0,674.0,0.672106824925816,0.4854,0.05944986690328305,0.1116,0.39359999999999995,False,0.9121,1.1798000456425872,82.03318360986341
RBL,C_430,RTT-August-2025,2025-08-01,138.0,106.0,0.3018867924528301,0.1232,0.0,0.1116,0.39359999999999995,False,0.9121,-0.2907800299284771,40.42533687780732
RBL,X05,RTT-March-2025,2025-03-01,5259.0,3751.0,0.4020261263663023,0.4208,0.029092983456930975,0.0759,0.37860000000000005,False,0.9246,0.7463170247859674,70.79475662297186
RBL,C_110,RTT-March-2025,2025-03-01,1817.0,2028.3333333333333,-0.10419063270336892,0.4221,0.018161805173362685,0.0759,0.37860000000000005,False,0.9246,0.6055148349091768,66.71555596296635
RBL,X02,RTT-March-2025,2025-03-01,3388.0,1298.0,1.6101694915254239,0.2751,0.0029515938606847697,0.0759,0.37860000000000005,False,0.9246,0.25475264945476483,55.32129434411953
RBL,X04,RTT-March-2025,2025-03-01,2755.0,1449.0,0.9013112491373361,0.339,0.002177858439201452,0.0759,0.37860000000000005,False,0.9246,0.3434324786525786,57.96131634430287
RBL,C_300,RTT-March-2025,2025-03-01,84.0,7.333333333333333,10.454545454545455,0.4167,0.0,0.0759,0.37860000000000005,False,0.9246,1.3625690555139542,85.88321569346411
RBN,C_130,RTT-March-2025,2025-03-01,3537.0,1542.3333333333333,1.2932785822347093,0.302,0.009612666101215719,0.0686,0.2572,False,0.957,-0.0646422578567637,46.58538821156843
RBN,X04,RTT-March-2025,2025-03-01,2416.0,569.0,3.246045694200351,0.2661,0.014900662251655629,0.0686,0.2572,False,0.957,0.06726665095694198,50.059583829865254
RBN,C_430,RTT-March-2025,2025-03-01,254.0,94.0,1.7021276595744679,0.1496,0.0,0.0686,0.2572,False,0.957,-0.4936427074277032,34.43028691905766
RBN,C_300,RTT-March-2025,2025-03-01,330.0,177.33333333333334,0.8609022556390977,0.0909,0.0,0.0686,0.2572,False,0.957,-0.7137454578131947,28.42607021725181
RBN,X06,RTT-March-2025,2025-03-01,264.0,17.0,14.529411764705882,0.1629,0.015151515151515152,0.0686,0.2572,False,0.957,0.813010816538163,72.6097717480979
RBN,C_410,RTT-March-2025,2025-03-01,1441.0,549.6666666666666,1.621588841722256,0.415,0.015267175572519083,0.0686,0.2572,False,0.957,0.2960147338866901,56.613805115042624
RBQ,C_320,RTT-March-2025,2025-03-01,4356.0,1791.6666666666667,1.4312558139534883,0.3067,0.0029843893480257116,0.0373,0.32464444444444446,True,0.7927,-0.5870067884081617,31.973599779998167
RBT,C_100,RTT-March-2025,2025-03-01,1331.0,2206.6666666666665,-0.3968277945619335,0.5071,0.07137490608564989,0.0501,0.402,False,0.9726,1.6598533292430344,90.6865890549088
REM,C_130,RTT-March-2025,2025-03-01,8281.0,2577.6666666666665,2.2125953704901073,0.423,0.007124743388479652,0.0644,0.3247,False,0.9692,0.6906544373442141,69.23641030341919
REM,C_301,RTT-March-2025,2025-03-01,7451.0,1951.6666666666667,2.8177625960717334,0.4624,0.026305193933700174,0.0644,0.3247,False,0.9692,1.0160202994453669,78.33898615821798
REM,C_330,RTT-March-2025,2025-03-01,4217.0,241.0,16.497925311203318,0.5063,0.006165520512212474,0.0644,0.3247,False,0.9692,2.153885975037177,95.74663122192685
REM,C_160,RTT-March-2025,2025-03-01,224.0,200.0,0.1200000000000001,0.8036,0.0,0.0644,0.3247,False,0.9692,1.3846365429772494,86.23155192959942
RET,X05,RTT-March-2025,2025-03-01,623.0,125.0,3.984,0.6212,0.04173354735152488,0.0059,0.32464444444444446,True,0.8602,1.1490213479737266,81.44651205426712
RJN,C_100,RTT-March-2025,2025-03-01,1255.0,855.0,0.4678362573099415,0.4024,0.016733067729083666,0.033,0.4849,False,0.9109,1.0845957181248846,79.8423320194335
RJN,C_101,RTT-March-2025,2025-03-01,1013.0,372.0,1.7231182795698925,0.4156,0.009871668311944718,0.033,0.4849,False,0.9109,1.1662628336043575,81.80401503345861
RJN,C_301,RTT-March-2025,2025-03-01,1535.0,561.3333333333334,1.7345605700712587,0.4612,0.007817589576547232,0.033,0.4849,False,0.9109,1.2617373741039817,83.82069850582087
RJN,C_320,RTT-March-2025,2025-03-01,895.0,379.6666666666667,1.3573309920983316,0.5486,0.008938547486033519,0.033,0.4849,False,0.9109,1.4552695028489926,87.50572921441012
RJN,X05,RTT-March-2025,2025-03-01,660.0,461.0,0.4316702819956617,0.4,0.0015151515151515152,0.033,0.4849,False,0.9109,0.9373542766691624,76.18480154001284
RJN,C_502,RTT-March-2025,2025-03-01,1887.0,640.3333333333334,1.9469026548672566,0.4006,0.0042395336512983575,0.033,0.4849,False,0.9109,1.097775606432452,80.24566871390594
RJN,C_130,RTT-March-2025,2025-03-01,1594.0,1525.3333333333333,0.0450174825174825,0.202,0.0006273525721455458,0.033,0.4849,False,0.9109,0.40396068381368233,60.07883399028325
RJN,C_160,RTT-March-2025,2025-03-01,42.0,114.0,-0.631578947368421,0.2381,0.0,0.033,0.4849,False,0.9109,0.42787537977104984,60.885507379228166
RJR,C_140,RTT-March-2025,2025-03-01,1863.0,1369.0,0.36084733382030687,0.5513,0.08641975308641975,0.1089,0.40569999999999995,False,0.9272,1.6998353361518204,91.3740947841232
RJR,X05,RTT-March-2025,2025-03-01,7379.0,1134.0,5.50705467372134,0.5302,0.06396530695216154,0.1089,0.40569999999999995,False,0.9272,1.8995812196544584,93.8216151801265
RJR,C_100,RTT-March-2025,2025-03-01,1195.0,4242.0,-0.7182932578972183,0.5674,0.05774058577405858,0.1089,0.40569999999999995,False,0.9272,1.3839508766544864,86.22238518654322
RJR,C_130,RTT-March-2025,2025-03-01,2783.0,2391.6666666666665,0.163623693379791,0.4197,0.01760689902982393,0.1089,0.40569999999999995,False,0.9272,0.731566018368986,70.40975341461179
RJR,C_320,RTT-March-2025,2025-03-01,1773.0,716.3333333333334,1.4751046998604003,0.4811,0.05696559503666103,0.1089,0.40569999999999995,False,0.9272,1.357154332871592,85.73654780456503
RJR,C_330,RTT-March-2025,2025-03-01,3124.0,846.6666666666666,2.689763779527559,0.6223,0.11107554417413572,0.1089,0.40569999999999995,False,0.9272,2.3059416627289178,96.43413695114126
RJR,C_340,RTT-March-2025,2025-03-01,1257.0,781.6666666666666,0.6081023454157783,0.257,0.027048528241845664,0.1089,0.40569999999999995,False,0.9272,0.4530711121704092,61.73801448345403
RJR,C_430,RTT-March-2025,2025-03-01,223.0,123.66666666666667,0.8032345013477089,0.2377,0.0,0.1089,0.40569999999999995,False,0.9272,0.17705131237665886,53.148776239802
RWW,C_120,RTT-March-2025,2025-03-01,3313.0,1918.0,0.727320125130344,0.4522,0.03139148807727136,0.0334,0.3591,False,0.9372,0.8851987866760676,74.77312310935925
RWW,X02,RTT-March-2025,2025-03-01,3757.0,1203.0,2.123025768911056,0.548,0.07293052967793452,0.0334,0.3591,False,0.9372,1.6233521782190197,90.10908424236868
RWW,C_320,RTT-March-2025,2025-03-01,2160.0,1295.6666666666667,0.6670954463596603,0.3963,0.018055555555555554,0.0334,0.3591,False,0.9372,0.6202097422182407,67.16472637271977
RWW,C_430,RTT-March-2025,2025-03-01,86.0,27.333333333333332,2.1463414634146343,0.093,0.0,0.0334,0.3591,False,0.9372,-0.1648594347815714,43.862865523879364
RBL,C_301,RTT-March-2026,2026-03-01,2960.0,1221.0,1.4242424242424243,0.3209,0.0057432432432432436,0.0642,0.3851,False,0.9226,0.4100934064747556,60.317169309744244
RBL,C_502,RTT-March-2026,2026-03-01,2941.0,1620.6666666666667,0.8146853146853146,0.4077,0.007820469228153689,0.0642,0.3851,False,0.9226,0.5902359075265721,66.29388578238152
RBL,X06,RTT-March-2026,2026-03-01,3745.0,2547.0,0.47035728307813107,0.1039,0.0008010680907877169,0.0642,0.3851,False,0.9226,-0.25745675471145196,41.36034466953891
RBL,C_100,RTT-March-2026,2026-03-01,486.0,2696.6666666666665,-0.8197775030902348,0.2263,0.0,0.0642,0.3851,False,0.9226,-0.07541707868709052,46.319552662938854
RBL,C_101,RTT-March-2026,2026-03-01,2055.0,1953.3333333333333,0.05204778156996581,0.2268,0.0038929440389294406,0.0642,0.3851,False,0.9226,0.03836949348824753,49.344577871482265
RBL,C_330,RTT-March-2026,2026-03-01,3090.0,1962.0,0.5749235474006116,0.4738,0.020064724919093852,0.0642,0.3851,False,0.9226,0.8440463311840283,73.64561371344762
RBN,C_100,RTT-March-2026,2026-03-01,6084.0,1492.3333333333333,3.076837167746259,0.3516,0.018573307034845495,0.1335,0.25270000000000004,False,0.9724,0.29142859636257434,56.439636996974976
RBN,C_502,RTT-March-2026,2026-03-01,5696.0,1332.0,3.2762762762762767,0.3144,0.012640449438202247,0.1335,0.25270000000000004,False,0.9724,0.162994664248221,52.7912732606105
RBN,C_340,RTT-March-2026,2026-03-01,1184.0,438.0,1.7031963470319633,0.2449,0.0,0.1335,0.25270000000000004,False,0.9724,-0.26341701024285263,41.13117609313411
RBN,C_150,RTT-March-2026,2026-03-01,62.0,35.0,0.7714285714285714,0.3226,0.0,0.1335,0.25270000000000004,False,0.9724,-0.15323325717002328,44.21120176001467
RBQ,C_340,RTT-March-2026,2026-03-01,905.0,157.66666666666666,4.739957716701903,0.074,0.0,0.0473,0.3128666666666666,True,0.792,-0.9690461321313628,22.376019800165
RBQ,C_170,RTT-March-2026,2026-03-01,1044.0,491.0,1.1262729124236253,0.3927,0.014367816091954023,0.0473,0.3128666666666666,True,0.792,-0.3683021632966787,38.09698414153451
RBQ,X02,RTT-March-2026,2026-03-01,794.0,616.0,0.28896103896103886,0.131,0.0,0.0473,0.3128666666666666,True,0.792,-1.2219210967012595,16.481804015033457
RBT,C_101,RTT-March-2026,2026-03-01,1655.0,1059.3333333333333,0.5623033354310889,0.2085,0.002416918429003021,0.0829,0.36419999999999997,False,0.9356,-0.02859541895458992,47.60289669080576
RBT,C_410,RTT-March-2026,2026-03-01,959.0,258.6666666666667,2.7074742268041234,0.5068,0.006256517205422315,0.0829,0.36419999999999997,False,0.9356,0.9361133208536015,76.16646805390045
RBT,X06,RTT-March-2026,2026-03-01,942.0,510.0,0.8470588235294119,0.0234,0.0,0.0829,0.36419999999999997,False,0.9356,-0.484398464255267,34.714455953799614
RBT,C_110,RTT-March-2026,2026-03-01,3359.0,1628.6666666666667,1.062423250102333,0.4894,0.023518904435844,0.0829,0.36419999999999997,False,0.9356,0.9038823904868754,75.35062792189935
RBT,C_300,RTT-March-2026,2026-03-01,10.0,28.0,-0.6428571428571428,0.8,0.0,0.0829,0.36419999999999997,False,0.9356,1.3097949836486469,84.81070675588963
REM,C_300,RTT-March-2026,2026-03-01,26.0,49.666666666666664,-0.47651006711409394,0.0385,0.0,0.11,0.2996,False,0.9633,-0.7633673487287176,27.106059217160144
REM,C_410,RTT-March-2026,2026-03-01,552.0,535.0,0.031775700934579376,0.125,0.0,0.11,0.2996,False,0.9633,-0.5038038984468834,34.12778439820332
REM,X06,RTT-March-2026,2026-03-01,3699.0,3344.0,0.10616028708133962,0.3669,0.0,0.11,0.2996,False,0.9633,0.1027576559585508,51.06792556604638
REM,X04,RTT-March-2026,2026-03-01,924.0,293.0,2.15358361774744,0.5087,0.005411255411255411,0.11,0.2996,False,0.9633,0.6849099649425106,69.03474195618297
REN,X06,RTT-March-2026,2026-03-01,349.0,384.0,-0.09114583333333337,0.0401,0.0,0.0,0.3128666666666666,True,0.9084,-0.8354390460756665,25.4102117517646
RET,C_150,RTT-March-2026,2026-03-01,4422.0,2218.0,0.993688007213706,0.318,0.014020805065581185,0.0034,0.3128666666666666,True,0.8217,-0.37256510815490396,37.96864973874782
RET,C_130,RTT-March-2026,2026-03-01,12.0,78.0,-0.8461538461538461,0.1667,0.0,0.0034,0.3128666666666666,True,0.8217,-1.0380151209042212,20.716839306994224
RJN,C_120,RTT-March-2026,2026-03-01,1501.0,614.0,1.4446254071661238,0.3777,0.016655562958027982,0.1393,0.4919,False,0.9171,1.0711215825300147,79.4939957832982
RJN,C_430,RTT-March-2026,2026-03-01,87.0,4.666666666666667,17.642857142857142,0.4483,0.0,0.1393,0.4919,False,0.9171,2.529863606924288,97.50664588871574
RJR,C_101,RTT-March-2026,2026-03-01,1340.0,2147.3333333333335,-0.3759701955914313,0.3179,0.0007462686567164179,0.1626,0.3902,False,0.9934,0.49088272427012525,63.03969199743331
RJR,C_120,RTT-March-2026,2026-03-01,3154.0,2296.6666666666665,0.3732946298984037,0.389,0.006658211794546607,0.1626,0.3902,False,0.9934,0.7872393538922215,71.91309927582729
RJR,C_410,RTT-March-2026,2026-03-01,300.0,327.0,-0.08256880733944949,0.15,0.0,0.1626,0.3902,False,0.9934,0.09366508582379984,50.82959024658539
RWW,C_301,RTT-March-2026,2026-03-01,2694.0,1031.6666666666667,1.6113085621970917,0.2409,0.005939123979213066,0.0286,0.34040000000000004,False,0.9391,0.13169481852757545,51.95709964249702
RBL,C_110,RTT-MAY-2019,2019-05-01,2071.0,2028.3333333333333,0.021035332785538152,0.3293,0.0,0.0068,0.18889999999999996,False,0.9127,-0.6977069217266679,28.902740856173804
RBL,C_300,RTT-MAY-2019,2019-05-01,6.0,7.333333333333333,-0.18181818181818177,0.0,0.0,0.0068,0.18889999999999996,False,0.9127,-1.5324216815044083,11.559262993858283
RBN,C_130,RTT-MAY-2019,2019-05-01,1514.0,1542.3333333333333,-0.01837043440674302,0.0271,0.0,0.0052,0.2832,False,0.9619,-0.7356636228747746,27.69273077275644
RBN,X01,RTT-MAY-2019,2019-05-01,3770.0,3742.3333333333335,0.00739289213503147,0.0279,0.0,0.0052,0.2832,False,0.9619,-0.7313974215935466,27.839398661655512
RBN,C_300,RTT-MAY-2019,2019-05-01,195.0,177.33333333333334,0.09962406015037595,0.0154,0.0,0.0052,0.2832,False,0.9619,-0.754231145591397,27.335227793564947
RBN,C_410,RTT-MAY-2019,2019-05-01,541.0,549.6666666666666,-0.015767131594905948,0.0536,0.0,0.0052,0.2832,False,0.9619,-0.6697063622680335,29.461912182601523
RBN,C_430,RTT-MAY-2019,2019-05-01,93.0,94.0,-0.010638297872340385,0.0753,0.0,0.0052,0.2832,False,0.9619,-0.6154306099279578,31.075258960491336
RBQ,C_320,RTT-MAY-2019,2019-05-01,1793.0,1791.6666666666667,0.0007441860465116079,0.0647,0.0,0.1946,0.1860111111111111,True,0.8255,-2.0027519431672935,6.490054083784032
RBT,C_100,RTT-MAY-2019,2019-05-01,2184.0,2206.6666666666665,-0.010271903323262777,0.1163,0.0,0.0935,0.21719999999999995,False,0.8802,-1.3429043819496032,14.410120084334036
REM,C_130,RTT-MAY-2019,2019-05-01,2554.0,2577.6666666666665,-0.009181430234061705,0.1116,0.0,0.0021,0.2922,False,0.9451,-0.5648052639277423,32.45943716197635
REM,C_301,RTT-MAY-2019,2019-05-01,1929.0,1951.6666666666667,-0.011614005123825821,0.2613,0.0,0.0021,0.2922,False,0.9451,-0.1937270415498722,43.056192134934456
REM,C_330,RTT-MAY-2019,2019-05-01,268.0,241.0,0.11203319502074693,0.0,0.0,0.0021,0.2922,False,0.9451,-0.8308647130562834,25.602713355944633
REN,X01,RTT-MAY-2019,2019-05-01,405.0,446.0,-0.09192825112107628,0.0222,0.0,0.0,0.1860111111111111,True,0.8586,-1.7553675401609532,8.726739389494913
RJN,C_101,RTT-MAY-2019,2019-05-01,377.0,372.0,0.013440860215053752,0.0796,0.0,0.0729,0.2744,False,0.9158,-0.9492262551813322,22.89852415436795
RJN,C_130,RTT-MAY-2019,2019-05-01,1467.0,1525.3333333333333,-0.03824300699300698,0.1241,0.0,0.0729,0.2744,False,0.9158,-0.843432976783222,25.171876432303602
RJN,C_502,RTT-MAY-2019,2019-05-01,660.0,640.3333333333334,0.03071317022384168,0.0864,0.0,0.0729,0.2744,False,0.9158,-0.9308306394682264,23.23769364744706
RJN,C_100,RTT-MAY-2019,2019-05-01,860.0,855.0,0.005847953216374213,0.1442,0.0,0.0729,0.2744,False,0.9158,-0.7896745369145179,26.519387661563847
RJN,C_301,RTT-MAY-2019,2019-05-01,563.0,561.3333333333334,0.002969121140142361,0.0551,0.0,0.0729,0.2744,False,0.9158,-1.0109199630419645,21.450178751489595
RJN,C_320,RTT-MAY-2019,2019-05-01,401.0,379.6666666666667,0.056189640035118504,0.4963,0.004987531172069825,0.0729,0.2744,False,0.9158,0.13333736698865195,52.021266843890366
RJN,C_160,RTT-MAY-2019,2019-05-01,115.0,114.0,0.00877192982456143,0.2174,0.0,0.0729,0.2744,False,0.9158,-0.6078611151214539,31.295260793839947
RJR,C_100,RTT-MAY-2019,2019-05-01,4272.0,4242.0,0.007072135785006983,0.1795,0.00023408239700374532,0.0643,0.12549999999999994,False,0.9697,-1.1406140518463563,18.2968191401595
RJR,C_130,RTT-MAY-2019,2019-05-01,2380.0,2391.6666666666665,-0.004878048780487698,0.1429,0.0,0.0643,0.12549999999999994,False,0.9697,-1.2345737937184142,16.179301494179118
RJR,C_140,RTT-MAY-2019,2019-05-01,1431.0,1369.0,0.04528853177501824,0.3319,0.0,0.0643,0.12549999999999994,False,0.9697,-0.761362679859302,27.179393161609678
RJR,C_320,RTT-MAY-2019,2019-05-01,719.0,716.3333333333334,0.0037226617031176357,0.0668,0.0,0.0643,0.12549999999999994,False,0.9697,-1.4225591405508298,13.200110000916673
RJR,C_340,RTT-MAY-2019,2019-05-01,806.0,781.6666666666666,0.031130063965884913,0.1762,0.0,0.0643,0.12549999999999994,False,0.9697,-1.1487919729381249,18.131817765148043
RJR,C_330,RTT-MAY-2019,2019-05-01,856.0,846.6666666666666,0.011023622047244164,0.1332,0.0,0.0643,0.12549999999999994,False,0.9697,-1.257223737166584,15.821798514987625
RJR,C_430,RTT-MAY-2019,2019-05-01,122.0,123.66666666666667,-0.013477088948787075,0.0328,0.0,0.0643,0.12549999999999994,False,0.9697,-1.5084111772399988,11.93509945916216
RWW,C_120,RTT-MAY-2019,2019-05-01,1926.0,1918.0,0.004171011470281538,0.0992,0.0,0.0027,0.19110000000000005,False,0.8614,-1.519270441964269,11.779264827206894
RWW,C_320,RTT-MAY-2019,2019-05-01,1343.0,1295.6666666666667,0.03653202984306647,0.0246,0.0,0.0027,0.19110000000000005,False,0.8614,-1.701430829686377,9.31341094509121
RWW,C_430,RTT-MAY-2019,2019-05-01,31.0,27.333333333333332,0.13414634146341475,0.0323,0.0,0.0027,0.19110000000000005,False,0.8614,-1.6736866533605592,9.652580438170318
RBL,C_100,RTT-MAY-2020,2020-05-01,2597.0,2696.6666666666665,-0.03695920889987636,0.4617,0.011166730843280709,0.5348,0.06340000000000001,False,0.5201,-3.4239891999677656,1.7875148959574663
RBL,C_101,RTT-MAY-2020,2020-05-01,1437.0,1953.3333333333333,-0.26433447098976104,0.4231,0.013917884481558803,0.5348,0.06340000000000001,False,0.5201,-3.514903183756208,1.558346319552663
RBL,C_502,RTT-MAY-2020,2020-05-01,1818.0,1620.6666666666667,0.12176059234882763,0.4873,0.0187018701870187,0.5348,0.06340000000000001,False,0.5201,-3.2780631802545024,2.1175176459803833
RBL,C_301,RTT-MAY-2020,2020-05-01,1478.0,1221.0,0.2104832104832104,0.4736,0.0006765899864682003,0.5348,0.06340000000000001,False,0.5201,-3.4677430556594215,1.6683472362269685
RBL,X01,RTT-MAY-2020,2020-05-01,4109.0,7386.333333333333,-0.44370233313777696,0.4101,0.005110732538330494,0.5348,0.06340000000000001,False,0.5201,-3.6429490228171284,1.228343569529746
RBL,C_330,RTT-MAY-2020,2020-05-01,1425.0,1962.0,-0.2737003058103975,0.4323,0.002807017543859649,0.5348,0.06340000000000001,False,0.5201,-3.593733030866282,1.3475112292602438
RBN,C_100,RTT-MAY-2020,2020-05-01,1391.0,1492.3333333333333,-0.06790261335715875,0.2991,0.0014378145219266715,0.5125,0.08899999999999997,False,0.7663,-2.5039775949070116,4.390869923916033
RBN,C_502,RTT-MAY-2020,2020-05-01,1421.0,1332.0,0.06681681681681684,0.2252,0.0,0.5125,0.08899999999999997,False,0.7663,-2.688381901861196,3.611696764139701
RBN,C_340,RTT-MAY-2020,2020-05-01,341.0,438.0,-0.22146118721461183,0.2522,0.0,0.5125,0.08899999999999997,False,0.7663,-2.646949476412576,3.7400311669263915
RBN,C_150,RTT-MAY-2020,2020-05-01,22.0,35.0,-0.37142857142857144,0.2727,0.0,0.5125,0.08899999999999997,False,0.7663,-2.6093877532904974,3.941699514162618
RBQ,C_170,RTT-MAY-2020,2020-05-01,635.0,491.0,0.29327902240325865,0.422,0.0015748031496062992,0.6949,0.04981111111111111,True,0.5222,-3.792544489680056,0.9166743056192136
RBQ,C_340,RTT-MAY-2020,2020-05-01,404.0,157.66666666666666,1.5623678646934462,0.1411,0.0,0.6949,0.04981111111111111,True,0.5222,-4.391126575967302,0.19250160418003484
RBT,C_101,RTT-MAY-2020,2020-05-01,1167.0,1059.3333333333333,0.1016362492133418,0.3676,0.005998286203941731,0.6034,0.04090000000000005,False,0.6587,-3.1554160306313683,2.392519937666147
RBT,C_110,RTT-MAY-2020,2020-05-01,2168.0,1628.6666666666667,0.33115022513303316,0.4834,0.00507380073800738,0.6034,0.04090000000000005,False,0.6587,-2.8562622206405592,3.0983591529929417
RBT,C_410,RTT-MAY-2020,2020-05-01,144.0,258.6666666666667,-0.44329896907216504,0.2153,0.0,0.6034,0.04090000000000005,False,0.6587,-3.635853969492559,1.2466770556421303
RBT,C_300,RTT-MAY-2020,2020-05-01,2.0,28.0,-0.9285714285714286,0.0,0.0,0.6034,0.04090000000000005,False,0.6587,-4.212835431255578,0.3208360069667247
REM,C_410,RTT-MAY-2020,2020-05-01,916.0,535.0,0.7121495327102805,0.2511,0.0,0.6771,0.04079999999999995,False,0.6151,-3.7418582854319618,1.0266752222935192
REM,C_300,RTT-MAY-2020,2020-05-01,28.0,49.666666666666664,-0.43624161073825496,0.0,0.0,0.6771,0.04079999999999995,False,0.6151,-4.466368838073107,0.15583463195526628
REM,C_170,RTT-MAY-2020,2020-05-01,1.0,10.333333333333334,-0.9032258064516129,1.0,0.0,0.6771,0.04079999999999995,False,0.6151,-2.027480439699792,6.31588596571638
RET,C_150,RTT-MAY-2020,2020-05-01,2626.0,2218.0,0.1839495040577097,0.2506,0.0003808073115003808,0.7102,0.04981111111111111,True,0.4805,-4.467852884905737,0.14666788889907417
RJN,C_430,RTT-MAY-2020,2020-05-01,22.0,4.666666666666667,3.7142857142857144,0.2273,0.0,0.5728,0.10199999999999998,False,0.6085,-3.16813855892576,2.3466862223851868
RJN,C_120,RTT-MAY-2020,2020-05-01,727.0,614.0,0.18403908794788282,0.3315,0.0,0.5728,0.10199999999999998,False,0.6085,-3.222389731923591,2.218351819598497
RJR,C_101,RTT-MAY-2020,2020-05-01,2092.0,2147.3333333333335,-0.02576839490841365,0.403,0.0014340344168260039,0.6661,0.025800000000000045,False,0.7792,-2.6350246935558665,3.7858648822073517
RJR,X01,RTT-MAY-2020,2020-05-01,1417.0,1519.6666666666667,-0.0675586751480588,0.3529,0.0,0.6661,0.025800000000000045,False,0.7792,-2.77599914654645,3.3091942432853605
RJR,C_120,RTT-MAY-2020,2020-05-01,2339.0,2296.6666666666665,0.018432510885341147,0.4087,0.00042753313381787086,0.6661,0.025800000000000045,False,0.7792,-2.6261050039747262,3.8316985974883124
RJR,C_410,RTT-MAY-2020,2020-05-01,398.0,327.0,0.21712538226299705,0.402,0.0,0.6661,0.025800000000000045,False,0.7792,-2.6290027484838987,3.8133651113759286
RWW,C_301,RTT-MAY-2020,2020-05-01,1004.0,1031.6666666666667,-0.026817447495961266,0.1793,0.0,0.5675,0.06620000000000004,False,0.6633,-3.505942961291945,1.576679805665047
REM,C_430,RTT-MAY-2021,2021-05-01,283.0,183.0,0.5464480874316939,0.0141,0.0,0.0743,0.27170000000000005,False,0.9796,-0.7505475801877695,27.381061508845907
REM,C_110,RTT-MAY-2021,2021-05-01,7450.0,1452.6666666666667,4.12849931161083,0.6478,0.2626845637583893,0.0743,0.27170000000000005,False,0.9796,3.522035984583618,99.42249518745989
REM,C_120,RTT-MAY-2021,2021-05-01,6630.0,1776.3333333333333,2.7324075811596926,0.429,0.09064856711915535,0.0743,0.27170000000000005,False,0.9796,1.2946648170947483,84.52653772114768
REM,C_340,RTT-MAY-2021,2021-05-01,1505.0,1565.6666666666667,-0.03874813710879288,0.107,0.0033222591362126247,0.0743,0.27170000000000005,False,0.9796,-0.5418204945633385,32.99110825923549
